epoch,cond,channel,pid,win,session,band,power,iaf,ch_name
0.0,S5-B2,0.0,P14,post,S5,alpha,3.931174859418454e-09,10.125,Pz
0.0,S5-B2,0.0,P14,pre,S5,alpha,3.960423895731716e-09,10.125,Pz
0.0,S5-B2,0.0,P14,slice,S5,alpha,3.967337187924931e-09,10.125,Pz
0.0,S5-B2,1.0,P14,post,S5,alpha,3.238878736792691e-09,10.125,P3
0.0,S5-B2,1.0,P14,pre,S5,alpha,3.3229016199694133e-09,10.125,P3
0.0,S5-B2,1.0,P14,slice,S5,alpha,3.1905038082592244e-09,10.125,P3
0.0,S5-B2,2.0,P14,post,S5,alpha,3.0450290316173157e-09,10.125,O1
0.0,S5-B2,2.0,P14,pre,S5,alpha,3.3260388518454514e-09,10.125,O1
0.0,S5-B2,2.0,P14,slice,S5,alpha,2.795543926321585e-09,10.125,O1
0.0,S5-B2,3.0,P14,post,S5,alpha,3.4938219272974946e-09,10.125,Oz
0.0,S5-B2,3.0,P14,pre,S5,alpha,3.849587707962739e-09,10.125,Oz
0.0,S5-B2,3.0,P14,slice,S5,alpha,3.191238861345681e-09,10.125,Oz
0.0,S5-B2,4.0,P14,post,S5,alpha,4.2560575171289e-09,10.125,O2
0.0,S5-B2,4.0,P14,pre,S5,alpha,4.642949654121232e-09,10.125,O2
0.0,S5-B2,4.0,P14,slice,S5,alpha,3.967850821454509e-09,10.125,O2
0.0,S5-B2,5.0,P14,post,S5,alpha,5.272952893291847e-09,10.125,P4
0.0,S5-B2,5.0,P14,pre,S5,alpha,5.667401240266742e-09,10.125,P4
0.0,S5-B2,5.0,P14,slice,S5,alpha,5.098018947568779e-09,10.125,P4
1.0,S5-B2,0.0,P14,post,S5,alpha,3.5791416229387476e-09,10.125,Pz
1.0,S5-B2,0.0,P14,pre,S5,alpha,3.8656918783859765e-09,10.125,Pz
1.0,S5-B2,0.0,P14,slice,S5,alpha,3.97725469101042e-09,10.125,Pz
1.0,S5-B2,1.0,P14,post,S5,alpha,2.842278260864734e-09,10.125,P3
1.0,S5-B2,1.0,P14,pre,S5,alpha,3.215104615066237e-09,10.125,P3
1.0,S5-B2,1.0,P14,slice,S5,alpha,3.1991685119751704e-09,10.125,P3
1.0,S5-B2,2.0,P14,post,S5,alpha,2.504112724763914e-09,10.125,O1
1.0,S5-B2,2.0,P14,pre,S5,alpha,2.911307535002946e-09,10.125,O1
1.0,S5-B2,2.0,P14,slice,S5,alpha,2.8014479044584305e-09,10.125,O1
1.0,S5-B2,3.0,P14,post,S5,alpha,2.895432653650229e-09,10.125,Oz
1.0,S5-B2,3.0,P14,pre,S5,alpha,3.2400955403912845e-09,10.125,Oz
1.0,S5-B2,3.0,P14,slice,S5,alpha,3.199022333388494e-09,10.125,Oz
1.0,S5-B2,4.0,P14,post,S5,alpha,3.6436323258258626e-09,10.125,O2
1.0,S5-B2,4.0,P14,pre,S5,alpha,3.875914475292283e-09,10.125,O2
1.0,S5-B2,4.0,P14,slice,S5,alpha,3.9784404999229265e-09,10.125,O2
1.0,S5-B2,5.0,P14,post,S5,alpha,4.732284863151673e-09,10.125,P4
1.0,S5-B2,5.0,P14,pre,S5,alpha,4.8352441358500375e-09,10.125,P4
1.0,S5-B2,5.0,P14,slice,S5,alpha,5.110819503817562e-09,10.125,P4
2.0,S5-B2,0.0,P14,post,S5,alpha,3.931339263578688e-09,10.125,Pz
2.0,S5-B2,0.0,P14,pre,S5,alpha,3.5615691027813574e-09,10.125,Pz
2.0,S5-B2,0.0,P14,slice,S5,alpha,3.947018435838836e-09,10.125,Pz
2.0,S5-B2,1.0,P14,post,S5,alpha,3.3262587529299954e-09,10.125,P3
2.0,S5-B2,1.0,P14,pre,S5,alpha,2.8624090233348134e-09,10.125,P3
2.0,S5-B2,1.0,P14,slice,S5,alpha,3.174559278903646e-09,10.125,P3
2.0,S5-B2,2.0,P14,post,S5,alpha,3.2428123315802807e-09,10.125,O1
2.0,S5-B2,2.0,P14,pre,S5,alpha,2.544162271849901e-09,10.125,O1
2.0,S5-B2,2.0,P14,slice,S5,alpha,2.780217156368372e-09,10.125,O1
2.0,S5-B2,3.0,P14,post,S5,alpha,3.694058985238366e-09,10.125,Oz
2.0,S5-B2,3.0,P14,pre,S5,alpha,2.9200981300644113e-09,10.125,Oz
2.0,S5-B2,3.0,P14,slice,S5,alpha,3.174041265590111e-09,10.125,Oz
2.0,S5-B2,4.0,P14,post,S5,alpha,4.437549831624603e-09,10.125,O2
