epoch,cond,channel,pid,win,session,band,power,iaf,ch_name
0.0,S5-TO,0.0,P6,post,S5,theta,6.660812072606699e-11,9.875,Pz
0.0,S5-TO,0.0,P6,pre,S5,theta,3.7810419265503767e-10,9.875,Pz
0.0,S5-TO,0.0,P6,slice,S5,theta,2.99419981990945e-11,9.875,Pz
0.0,S5-TO,1.0,P6,post,S5,theta,5.534916735990968e-11,9.875,P3
0.0,S5-TO,1.0,P6,pre,S5,theta,3.564907537778703e-10,9.875,P3
0.0,S5-TO,1.0,P6,slice,S5,theta,2.3740555500898636e-11,9.875,P3
0.0,S5-TO,2.0,P6,post,S5,theta,3.042799863227502e-11,9.875,O1
0.0,S5-TO,2.0,P6,pre,S5,theta,2.1286702576337492e-10,9.875,O1
0.0,S5-TO,2.0,P6,slice,S5,theta,2.0060674935390113e-11,9.875,O1
0.0,S5-TO,3.0,P6,post,S5,theta,2.923474700810234e-11,9.875,Oz
0.0,S5-TO,3.0,P6,pre,S5,theta,1.378551972954246e-10,9.875,Oz
0.0,S5-TO,3.0,P6,slice,S5,theta,2.2204678092398298e-11,9.875,Oz
0.0,S5-TO,4.0,P6,post,S5,theta,3.317400156205712e-11,9.875,O2
0.0,S5-TO,4.0,P6,pre,S5,theta,7.780579132903149e-11,9.875,O2
0.0,S5-TO,4.0,P6,slice,S5,theta,2.754362493166224e-11,9.875,O2
0.0,S5-TO,5.0,P6,post,S5,theta,5.73465851113214e-11,9.875,P4
0.0,S5-TO,5.0,P6,pre,S5,theta,7.932080376651594e-11,9.875,P4
0.0,S5-TO,5.0,P6,slice,S5,theta,3.545238073040618e-11,9.875,P4
1.0,S5-TO,0.0,P6,post,S5,theta,1.5226952594364592e-10,9.875,Pz
1.0,S5-TO,0.0,P6,pre,S5,theta,1.33600475560806e-10,9.875,Pz
1.0,S5-TO,0.0,P6,slice,S5,theta,2.6667125949160147e-11,9.875,Pz
1.0,S5-TO,1.0,P6,post,S5,theta,1.0171668994879248e-10,9.875,P3
1.0,S5-TO,1.0,P6,pre,S5,theta,1.0347639318080544e-10,9.875,P3
1.0,S5-TO,1.0,P6,slice,S5,theta,2.117737591842652e-11,9.875,P3
1.0,S5-TO,2.0,P6,post,S5,theta,4.054555837507993e-11,9.875,O1
1.0,S5-TO,2.0,P6,pre,S5,theta,5.4487130602804435e-11,9.875,O1
1.0,S5-TO,2.0,P6,slice,S5,theta,1.8650836233878584e-11,9.875,O1
1.0,S5-TO,3.0,P6,post,S5,theta,4.8422696454831093e-11,9.875,Oz
1.0,S5-TO,3.0,P6,pre,S5,theta,3.3951262363212637e-11,9.875,Oz
1.0,S5-TO,3.0,P6,slice,S5,theta,2.1328791937946012e-11,9.875,Oz
1.0,S5-TO,4.0,P6,post,S5,theta,6.872028655824497e-11,9.875,O2
