epoch,cond,channel,pid,win,session,band,power,iaf,ch_name
0.0,S5-B0,0.0,P32,post,S5,theta,9.939499406890593e-11,11.0,Pz
0.0,S5-B0,0.0,P32,pre,S5,theta,3.9511261443481733e-10,11.0,Pz
0.0,S5-B0,0.0,P32,slice,S5,theta,6.059774319372682e-11,11.0,Pz
0.0,S5-B0,1.0,P32,post,S5,theta,8.327490927714296e-11,11.0,P3
0.0,S5-B0,1.0,P32,pre,S5,theta,4.223246353469255e-10,11.0,P3
0.0,S5-B0,1.0,P32,slice,S5,theta,4.9620176861261504e-11,11.0,P3
0.0,S5-B0,2.0,P32,post,S5,theta,6.214364255002754e-11,11.0,O1
0.0,S5-B0,2.0,P32,pre,S5,theta,3.60059771771608e-10,11.0,O1
0.0,S5-B0,2.0,P32,slice,S5,theta,4.369765006204083e-11,11.0,O1
0.0,S5-B0,3.0,P32,post,S5,theta,6.08762341262149e-11,11.0,Oz
0.0,S5-B0,3.0,P32,pre,S5,theta,2.8274864765670405e-10,11.0,Oz
0.0,S5-B0,3.0,P32,slice,S5,theta,4.914578389278529e-11,11.0,Oz
0.0,S5-B0,4.0,P32,post,S5,theta,7.18794852423092e-11,11.0,O2
0.0,S5-B0,4.0,P32,pre,S5,theta,2.1034120991881244e-10,11.0,O2
0.0,S5-B0,4.0,P32,slice,S5,theta,6.036183890160032e-11,11.0,O2
0.0,S5-B0,5.0,P32,post,S5,theta,9.470143678097259e-11,11.0,P4
0.0,S5-B0,5.0,P32,pre,S5,theta,1.5366521016866382e-10,11.0,P4
0.0,S5-B0,5.0,P32,slice,S5,theta,7.58644510822504e-11,11.0,P4
1.0,S5-B0,0.0,P32,post,S5,theta,2.5617379266299133e-10,11.0,Pz
1.0,S5-B0,0.0,P32,pre,S5,theta,1.4406591079616163e-10,11.0,Pz
1.0,S5-B0,0.0,P32,slice,S5,theta,5.920562090030085e-11,11.0,Pz
1.0,S5-B0,1.0,P32,post,S5,theta,2.1655266633112517e-10,11.0,P3
1.0,S5-B0,1.0,P32,pre,S5,theta,1.1967725907669585e-10,11.0,P3
1.0,S5-B0,1.0,P32,slice,S5,theta,4.78493705498211e-11,11.0,P3
1.0,S5-B0,2.0,P32,post,S5,theta,1.222879568911255e-10,11.0,O1
1.0,S5-B0,2.0,P32,pre,S5,theta,7.818142868801695e-11,11.0,O1
1.0,S5-B0,2.0,P32,slice,S5,theta,4.199748616717714e-11,11.0,O1
1.0,S5-B0,3.0,P32,post,S5,theta,1.0196118647481002e-10,11.0,Oz
1.0,S5-B0,3.0,P32,pre,S5,theta,6.511675666976255e-11,11.0,Oz
1.0,S5-B0,3.0,P32,slice,S5,theta,4.7808043666585334e-11,11.0,Oz
1.0,S5-B0,4.0,P32,post,S5,theta,1.1215928861354953e-10,11.0,O2
1.0,S5-B0,4.0,P32,pre,S5,theta,6.883176401837073e-11,11.0,O2
1.0,S5-B0,4.0,P32,slice,S5,theta,5.929441757399908e-11,11.0,O2
1.0,S5-B0,5.0,P32,post,S5,theta,1.4040454912567418e-10,11.0,P4
1.0,S5-B0,5.0,P32,pre,S5,theta,9.966419231849969e-11,11.0,P4
1.0,S5-B0,5.0,P32,slice,S5,theta,7.572947764482374e-11,11.0,P4
2.0,S5-B0,0.0,P32,post,S5,theta,4.29116758367105e-10,11.0,Pz
2.0,S5-B0,0.0,P32,pre,S5,theta,1.7586171993173362e-10,11.0,Pz
2.0,S5-B0,0.0,P32,slice,S5,theta,6.112552244992792e-11,11.0,Pz
2.0,S5-B0,1.0,P32,post,S5,theta,3.171859759619582e-10,11.0,P3
2.0,S5-B0,1.0,P32,pre,S5,theta,1.4362558663004525e-10,11.0,P3
2.0,S5-B0,1.0,P32,slice,S5,theta,4.907645923827176e-11,11.0,P3
2.0,S5-B0,2.0,P32,post,S5,theta,1.1610556353802674e-10,11.0,O1
2.0,S5-B0,2.0,P32,pre,S5,theta,7.928087414683898e-11,11.0,O1
2.0,S5-B0,2.0,P32,slice,S5,theta,4.198390827750275e-11,11.0,O1
2.0,S5-B0,3.0,P32,post,S5,theta,9.065959512411857e-11,11.0,Oz
2.0,S5-B0,3.0,P32,pre,S5,theta,6.983310868058043e-11,11.0,Oz
2.0,S5-B0,3.0,P32,slice,S5,theta,4.7600418025326814e-11,11.0,Oz
2.0,S5-B0,4.0,P32,post,S5,theta,1.3660250054882805e-10,11.0,O2
2.0,S5-B0,4.0,P32,pre,S5,theta,8.189594666823933e-11,11.0,O2
2.0,S5-B0,4.0,P32,slice,S5,theta,5.926720391374811e-11,11.0,O2
2.0,S5-B0,5.0,P32,post,S5,theta,2.475534807410315e-10,11.0,P4
2.0,S5-B0,5.0,P32,pre,S5,theta,1.1529170806531684e-10,11.0,P4
2.0,S5-B0,5.0,P32,slice,S5,theta,7.629455586284323e-11,11.0,P4
3.0,S5-B0,0.0,P32,post,S5,theta,1.2973736383152434e-10,11.0,Pz
3.0,S5-B0,0.0,P32,pre,S5,theta,4.282977196446124e-10,11.0,Pz
3.0,S5-B0,0.0,P32,slice,S5,theta,6.07082078789092e-11,11.0,Pz
3.0,S5-B0,1.0,P32,post,S5,theta,9.333666009009241e-11,11.0,P3
3.0,S5-B0,1.0,P32,pre,S5,theta,3.119669278154486e-10,11.0,P3
3.0,S5-B0,1.0,P32,slice,S5,theta,4.860160569621504e-11,11.0,P3
3.0,S5-B0,2.0,P32,post,S5,theta,4.641658915765301e-11,11.0,O1
3.0,S5-B0,2.0,P32,pre,S5,theta,1.173138664552971e-10,11.0,O1
3.0,S5-B0,2.0,P32,slice,S5,theta,4.1693371004004376e-11,11.0,O1
3.0,S5-B0,3.0,P32,post,S5,theta,5.0318714865894256e-11,11.0,Oz
3.0,S5-B0,3.0,P32,pre,S5,theta,1.0125111381269496e-10,11.0,Oz
