epoch,cond,channel,pid,win,session,band,power,iaf,ch_name
0.0,S5-TO,0.0,P19,post,S5,alpha,9.900596547382472e-10,8.125,Pz
0.0,S5-TO,0.0,P19,pre,S5,alpha,1.0054918248127842e-09,8.125,Pz
0.0,S5-TO,0.0,P19,slice,S5,alpha,8.951241680966268e-10,8.125,Pz
0.0,S5-TO,1.0,P19,post,S5,alpha,7.560364644677034e-10,8.125,P3
0.0,S5-TO,1.0,P19,pre,S5,alpha,7.756279313927163e-10,8.125,P3
0.0,S5-TO,1.0,P19,slice,S5,alpha,7.200150183527849e-10,8.125,P3
0.0,S5-TO,2.0,P19,post,S5,alpha,6.170201978483552e-10,8.125,O1
0.0,S5-TO,2.0,P19,pre,S5,alpha,6.037181137613258e-10,8.125,O1
0.0,S5-TO,2.0,P19,slice,S5,alpha,6.309781577646867e-10,8.125,O1
0.0,S5-TO,3.0,P19,post,S5,alpha,7.247164126442042e-10,8.125,Oz
0.0,S5-TO,3.0,P19,pre,S5,alpha,6.92743234441744e-10,8.125,Oz
0.0,S5-TO,3.0,P19,slice,S5,alpha,7.201677678318361e-10,8.125,Oz
0.0,S5-TO,4.0,P19,post,S5,alpha,9.467527579001449e-10,8.125,O2
0.0,S5-TO,4.0,P19,pre,S5,alpha,9.036787292198329e-10,8.125,O2
0.0,S5-TO,4.0,P19,slice,S5,alpha,8.950889816141818e-10,8.125,O2
0.0,S5-TO,5.0,P19,post,S5,alpha,1.2561500768675299e-09,8.125,P4
0.0,S5-TO,5.0,P19,pre,S5,alpha,1.2314066447217745e-09,8.125,P4
0.0,S5-TO,5.0,P19,slice,S5,alpha,1.1498399387199367e-09,8.125,P4
1.0,S5-TO,0.0,P19,post,S5,alpha,1.215189860054053e-09,8.125,Pz
1.0,S5-TO,0.0,P19,pre,S5,alpha,9.834060923935776e-10,8.125,Pz
1.0,S5-TO,0.0,P19,slice,S5,alpha,9.398760124538798e-10,8.125,Pz
1.0,S5-TO,1.0,P19,post,S5,alpha,9.037811816610901e-10,8.125,P3
1.0,S5-TO,1.0,P19,pre,S5,alpha,7.52650402926415e-10,8.125,P3
1.0,S5-TO,1.0,P19,slice,S5,alpha,7.560139593707323e-10,8.125,P3
1.0,S5-TO,2.0,P19,post,S5,alpha,7.718525565338315e-10,8.125,O1
1.0,S5-TO,2.0,P19,pre,S5,alpha,6.454511146605956e-10,8.125,O1
1.0,S5-TO,2.0,P19,slice,S5,alpha,6.623961528733325e-10,8.125,O1
1.0,S5-TO,3.0,P19,post,S5,alpha,9.691264788642949e-10,8.125,Oz
1.0,S5-TO,3.0,P19,pre,S5,alpha,7.735103103601746e-10,8.125,Oz
1.0,S5-TO,3.0,P19,slice,S5,alpha,7.559333794338755e-10,8.125,Oz
1.0,S5-TO,4.0,P19,post,S5,alpha,1.2987465713558403e-09,8.125,O2
1.0,S5-TO,4.0,P19,pre,S5,alpha,9.98714528335207e-10,8.125,O2
1.0,S5-TO,4.0,P19,slice,S5,alpha,9.398450784555285e-10,8.125,O2
1.0,S5-TO,5.0,P19,post,S5,alpha,1.7147574767098193e-09,8.125,P4
1.0,S5-TO,5.0,P19,pre,S5,alpha,1.3106396310232335e-09,8.125,P4
1.0,S5-TO,5.0,P19,slice,S5,alpha,1.2074174236510183e-09,8.125,P4
2.0,S5-TO,0.0,P19,post,S5,alpha,1.0410748688387124e-09,8.125,Pz
2.0,S5-TO,0.0,P19,pre,S5,alpha,1.1572409014147035e-09,8.125,Pz
2.0,S5-TO,0.0,P19,slice,S5,alpha,8.863210484012353e-10,8.125,Pz
2.0,S5-TO,1.0,P19,post,S5,alpha,8.157599550925101e-10,8.125,P3
2.0,S5-TO,1.0,P19,pre,S5,alpha,8.665183977252724e-10,8.125,P3
2.0,S5-TO,1.0,P19,slice,S5,alpha,7.129574288964698e-10,8.125,P3
2.0,S5-TO,2.0,P19,post,S5,alpha,7.33574062711237e-10,8.125,O1
2.0,S5-TO,2.0,P19,pre,S5,alpha,8.060078616146079e-10,8.125,O1
2.0,S5-TO,2.0,P19,slice,S5,alpha,6.248570170956139e-10,8.125,O1
2.0,S5-TO,3.0,P19,post,S5,alpha,8.774508487894469e-10,8.125,Oz
2.0,S5-TO,3.0,P19,pre,S5,alpha,1.0254562954255501e-09,8.125,Oz
2.0,S5-TO,3.0,P19,slice,S5,alpha,7.132183260501121e-10,8.125,Oz
2.0,S5-TO,4.0,P19,post,S5,alpha,1.1239584275836428e-09,8.125,O2
2.0,S5-TO,4.0,P19,pre,S5,alpha,1.3654876407669642e-09,8.125,O2
2.0,S5-TO,4.0,P19,slice,S5,alpha,8.866785916445039e-10,8.125,O2
2.0,S5-TO,5.0,P19,post,S5,alpha,1.4470794756177585e-09,8.125,P4
2.0,S5-TO,5.0,P19,pre,S5,alpha,1.7655227862985698e-09,8.125,P4
2.0,S5-TO,5.0,P19,slice,S5,alpha,1.1389615961664505e-09,8.125,P4
3.0,S5-TO,0.0,P19,post,S5,alpha,9.234345620459394e-10,8.125,Pz
3.0,S5-TO,0.0,P19,pre,S5,alpha,1.0062750656542984e-09,8.125,Pz
3.0,S5-TO,0.0,P19,slice,S5,alpha,9.018885596190474e-10,8.125,Pz
3.0,S5-TO,1.0,P19,post,S5,alpha,7.179667486070716e-10,8.125,P3
3.0,S5-TO,1.0,P19,pre,S5,alpha,7.984265709441558e-10,8.125,P3
3.0,S5-TO,1.0,P19,slice,S5,alpha,7.254450711003293e-10,8.125,P3
3.0,S5-TO,2.0,P19,post,S5,alpha,6.829927787747019e-10,8.125,O1
3.0,S5-TO,2.0,P19,pre,S5,alpha,7.574987200175406e-10,8.125,O1
3.0,S5-TO,2.0,P19,slice,S5,alpha,6.356837591520563e-10,8.125,O1
3.0,S5-TO,3.0,P19,post,S5,alpha,8.299728500085039e-10,8.125,Oz
3.0,S5-TO,3.0,P19,pre,S5,alpha,9.140203857779409e-10,8.125,Oz
3.0,S5-TO,3.0,P19,slice,S5,alpha,7.25443696080555e-10,8.125,Oz
3.0,S5-TO,4.0,P19,post,S5,alpha,1.0683105945210164e-09,8.125,O2
3.0,S5-TO,4.0,P19,pre,S5,alpha,1.1564847088897028e-09,8.125,O2
3.0,S5-TO,4.0,P19,slice,S5,alpha,9.020508752552488e-10,8.125,O2
3.0,S5-TO,5.0,P19,post,S5,alpha,1.3880414787834676e-09,8.125,P4
3.0,S5-TO,5.0,P19,pre,S5,alpha,1.4607635074549416e-09,8.125,P4
3.0,S5-TO,5.0,P19,slice,S5,alpha,1.1589042386256662e-09,8.125,P4
4.0,S5-TO,0.0,P19,post,S5,alpha,1.0729217770676643e-09,8.125,Pz
4.0,S5-TO,0.0,P19,pre,S5,alpha,9.54817642967557e-10,8.125,Pz
4.0,S5-TO,0.0,P19,slice,S5,alpha,9.311917933219671e-10,8.125,Pz
4.0,S5-TO,1.0,P19,post,S5,alpha,9.537840117839325e-10,8.125,P3
4.0,S5-TO,1.0,P19,pre,S5,alpha,7.527514984840777e-10,8.125,P3
4.0,S5-TO,1.0,P19,slice,S5,alpha,7.491065275206642e-10,8.125,P3
4.0,S5-TO,2.0,P19,post,S5,alpha,1.1309440713338028e-09,8.125,O1
4.0,S5-TO,2.0,P19,pre,S5,alpha,7.170911143315771e-10,8.125,O1
4.0,S5-TO,2.0,P19,slice,S5,alpha,6.565921568351045e-10,8.125,O1
4.0,S5-TO,3.0,P19,post,S5,alpha,1.340052623751479e-09,8.125,Oz
4.0,S5-TO,3.0,P19,pre,S5,alpha,8.577931077933807e-10,8.125,Oz
4.0,S5-TO,3.0,P19,slice,S5,alpha,7.494948381590352e-10,8.125,Oz
4.0,S5-TO,4.0,P19,post,S5,alpha,1.5825373258850123e-09,8.125,O2
4.0,S5-TO,4.0,P19,pre,S5,alpha,1.090807573171932e-09,8.125,O2
4.0,S5-TO,4.0,P19,slice,S5,alpha,9.31767980406519e-10,8.125,O2
4.0,S5-TO,5.0,P19,post,S5,alpha,1.8431963441003842e-09,8.125,P4
4.0,S5-TO,5.0,P19,pre,S5,alpha,1.4104870792280157e-09,8.125,P4
4.0,S5-TO,5.0,P19,slice,S5,alpha,1.1968190872482576e-09,8.125,P4
5.0,S5-TO,0.0,P19,post,S5,alpha,1.0596503877051748e-09,8.125,Pz
5.0,S5-TO,0.0,P19,pre,S5,alpha,1.0224774359183744e-09,8.125,Pz
5.0,S5-TO,0.0,P19,slice,S5,alpha,8.687649728517917e-10,8.125,Pz
5.0,S5-TO,1.0,P19,post,S5,alpha,9.420843351757648e-10,8.125,P3
5.0,S5-TO,1.0,P19,pre,S5,alpha,9.395658914975331e-10,8.125,P3
5.0,S5-TO,1.0,P19,slice,S5,alpha,6.98971593281218e-10,8.125,P3
5.0,S5-TO,2.0,P19,post,S5,alpha,9.281814266131881e-10,8.125,O1
5.0,S5-TO,2.0,P19,pre,S5,alpha,1.1036324879442328e-09,8.125,O1
5.0,S5-TO,2.0,P19,slice,S5,alpha,6.127012764833317e-10,8.125,O1
5.0,S5-TO,3.0,P19,post,S5,alpha,1.004569329967876e-09,8.125,Oz
5.0,S5-TO,3.0,P19,pre,S5,alpha,1.2700699883809159e-09,8.125,Oz
5.0,S5-TO,3.0,P19,slice,S5,alpha,6.991369824250749e-10,8.125,Oz
5.0,S5-TO,4.0,P19,post,S5,alpha,1.127661728150033e-09,8.125,O2
5.0,S5-TO,4.0,P19,pre,S5,alpha,1.4603357102020602e-09,8.125,O2
5.0,S5-TO,4.0,P19,slice,S5,alpha,8.690216744026425e-10,8.125,O2
